HCl (%),H2SO4 (%),CuSO4 (%),pH Value,Temperature (°C),Etching Time (s),Capacitance (pF),Insulation Resistance (MΩ),Impedance Match (Ω),Dielectric Breakdown (kV),Board Thickness (mm),Board Width (mm),Board Length (mm),Hole Diameter Deviation (mm),Pad-to-Hole Alignment (mm),Silkscreen Clarity,Solderability Test,Dimension Accuracy,Frequency Test Result,Defect Type,PCB_Status
2.81,3.09,1.55,4.77,48.09,107,36.71,88.52,52.24,3.21,1.19,173,209,0.027,0.057,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.31,3.41,1.08,4.78,46.37,117,27.95,76.19,48.36,3.1,1.35,159,191,0.004,0.017,Clear,Pass,Accurate,Pass,None,OK
3.57,3.95,1.29,4.61,45.71,123,30.25,67.36,45.19,3.75,1.34,156,218,0.018,0.099,Clear,Pass,Accurate,Fail,Misalignment,Faulty
2.6,2.22,1.34,5.97,47.45,89,29.17,39.89,45.34,4.86,1.35,137,216,0.067,0.034,Clear,Pass,Inaccurate,Fail,Solder Bridge,Faulty
3.17,2.85,1.05,5.29,43.79,129,32.85,31.8,51.85,3.62,1.29,131,212,0.092,0.021,Clear,Pass,Inaccurate,Fail,Open Circuit,Faulty
3.54,3.1,1.03,4.78,45.11,123,34.87,70.3,48.83,3.34,1.25,161,200,0.029,0.003,Clear,Pass,Accurate,Pass,None,OK
2.63,3.48,1.56,5.95,44.59,83,31.17,72.01,52.08,4.22,1.12,166,201,0.09,0.038,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
4.48,3.84,1.51,4.75,48.18,88,32.5,79.77,49.06,4.68,1.33,162,220,0.051,0.069,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.25,3.37,1.19,4.52,43.83,110,25.22,59.83,47.22,3.87,1.32,142,205,0.047,0.017,Clear,Pass,Accurate,Pass,None,OK
4.12,3.72,1.02,4.87,45.45,129,39.04,65.67,54.67,3.52,1.34,170,216,0.09,0.077,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.62,2.76,1.32,5.19,43.02,97,31.73,80.74,49.39,3.13,1.32,147,207,0.005,0.032,Clear,Pass,Accurate,Pass,None,OK
3.45,2.93,1.31,5.28,46.92,102,31.09,99.68,52.01,3.64,1.29,151,191,0.005,0.041,Clear,Pass,Accurate,Pass,None,OK
4.02,3.51,0.81,5.9,40.99,86,31.26,72.1,45.71,4.82,1.24,132,214,0.06,0.07,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.48,3.34,1.28,4.53,46.75,102,31.47,68.26,52.49,3.49,1.5,133,199,0.036,0.048,Clear,Pass,Accurate,Pass,None,OK
3.94,2.83,1.33,5.09,44.1,107,27.18,77.62,48.42,4.22,1.22,152,202,0.016,0.037,Clear,Pass,Accurate,Pass,None,OK
3.71,3.37,1.07,5.28,45.55,95,27.27,66.39,48.59,3.17,1.39,136,197,0.033,0.021,Clear,Pass,Accurate,Pass,None,OK
3.2,3.45,1.59,4.79,48.57,96,33.79,67.23,52.2,2.59,1.55,144,211,0.095,0.06,Clear,Pass,Inaccurate,Fail,Solder Bridge,Faulty
3.26,2.86,1.26,4.88,45.92,104,29.31,93.85,48.33,4.02,1.25,140,196,0.027,0.015,Clear,Pass,Accurate,Pass,None,OK
3.5,2.86,1.24,4.93,45.31,99,25.96,93.23,49.1,3.61,1.45,168,205,0.049,0.006,Clear,Pass,Accurate,Pass,None,OK
4.43,2.56,0.86,5.48,44.38,125,30.64,80.35,46.27,4.17,1.33,171,195,0.033,0.099,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
2.75,3.75,1.15,4.46,42.31,108,28.05,91.72,54.04,4.83,1.15,174,206,0.069,0.018,Blurred,Pass,Accurate,Fail,Solder Bridge,Faulty
3.96,2.23,1.01,4.12,42.91,129,23.23,74.77,50.26,4.22,1.4,151,182,0.086,0.069,Clear,Pass,Inaccurate,Fail,Delamination,Faulty
3.47,2.81,1.06,4.86,46.37,124,25.75,58.94,51.83,3.88,1.47,163,206,0.044,0.031,Clear,Pass,Accurate,Pass,None,OK
3.8,3.05,1.17,4.82,43.31,99,25.88,95,50.88,3.31,1.32,134,198,0.034,0.025,Clear,Pass,Accurate,Pass,None,OK
3.83,2.63,1.34,4.99,46.59,111,30.73,57.58,51.72,3.91,1.45,154,197,0.013,0.034,Clear,Pass,Accurate,Pass,None,OK
3.28,2.54,1.39,4.67,44.57,116,28.98,54.77,50.5,4.01,1.27,157,209,0.013,0.012,Clear,Pass,Accurate,Pass,None,OK
3.82,3.4,1.27,4.94,44.92,108,27.94,82.65,48.55,3.11,1.24,143,194,0.044,0.016,Clear,Pass,Accurate,Pass,None,OK
3.18,3.43,1.37,5.44,44.78,100,28.16,69.3,48.37,4.24,1.29,156,194,0.029,0.015,Clear,Pass,Accurate,Pass,None,OK
2.78,2.6,0.85,5.17,43.37,85,21.8,53.11,47.63,3.78,1.02,130,210,0.029,0.013,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
4.09,3.2,0.87,5.77,40.9,117,35.41,52.57,47.05,2.82,1.43,121,199,0.014,0.092,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.76,2.58,1.05,4.53,45.13,108,27.07,76.54,47.05,4.29,1.3,145,202,0.039,0.04,Clear,Pass,Accurate,Pass,None,OK
3.25,3.05,1.39,4.66,45.39,106,29.12,82.63,51.69,3.1,1.32,156,205,0.022,0.009,Clear,Pass,Accurate,Pass,None,OK
2.83,3.49,0.92,5.33,44.6,105,25.85,45.68,54.16,4.93,1.54,173,219,0.06,0.086,Blurred,Pass,Accurate,Fail,Misalignment,Faulty
3.3,3.04,1.01,5.28,45.84,114,27.03,52.64,52.08,3.9,1.31,131,200,0.005,0.03,Clear,Pass,Accurate,Pass,None,OK
3.85,2.87,1.21,4.63,45.1,116,31.98,64.65,51.61,3.89,1.32,148,204,0.017,0.003,Clear,Pass,Accurate,Pass,None,OK
3.42,3.07,1.12,4.77,45.74,124,26.24,73.05,47.45,3.02,1.41,152,206,0.008,0.027,Clear,Pass,Accurate,Pass,None,OK
3.99,2.96,1.33,4.95,44.35,116,34.48,63.33,51.57,3.51,1.27,143,204,0.039,0.003,Clear,Pass,Accurate,Pass,None,OK
4.25,3.19,1.18,4.01,45.63,110,22.03,38.87,47.97,4.18,1.06,140,194,0.036,0.09,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.15,2.99,1.09,5.44,46.75,95,25.9,52.45,47.27,4.45,1.21,155,201,0.035,0.009,Clear,Pass,Accurate,Pass,None,OK
3.46,3.26,1,4.68,43.26,99,34.43,54.33,47.63,3.83,1.35,137,193,0.004,0.006,Clear,Pass,Accurate,Pass,None,OK
3.73,3.03,1.17,5.42,45.18,112,33.33,90.09,49.64,4.4,1.33,156,193,0.031,0.017,Clear,Pass,Accurate,Pass,None,OK
3.01,2.82,1.03,5.22,43.35,108,31.81,95.57,49.86,4.01,1.22,169,205,0.044,0.017,Clear,Pass,Accurate,Pass,None,OK
3.15,3.08,1.12,5.17,44.77,101,34.12,57.61,51.9,3.04,1.24,157,204,0.035,0.041,Clear,Pass,Accurate,Pass,None,OK
3.1,2.07,1.45,4.84,41.13,122,20.83,33.03,47.53,4.98,1.55,132,216,0.066,0.03,Clear,Pass,Inaccurate,Fail,Solder Bridge,Faulty
3.02,3.14,1.26,5.22,44.03,123,26.39,62.46,51.08,3.12,1.35,133,197,0.026,0.011,Clear,Pass,Accurate,Pass,None,OK
3.51,3.99,0.84,5.82,48.62,126,24.88,89.75,45.3,2.84,1.41,147,189,0.003,0.067,Blurred,Fail,Accurate,Fail,Open Circuit,Faulty
2.96,3.71,0.81,5.43,44.77,116,31.21,57.88,54.58,4.92,1.44,125,198,0.081,0.073,Clear,Pass,Accurate,Fail,Misalignment,Faulty
4.3,3.04,0.97,5.16,49.95,127,20.43,51.17,47.17,4.96,1.41,166,197,0.03,0.095,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.99,3.16,1.12,4.53,46.75,119,26.76,82.61,47.92,4.08,1.27,167,209,0.016,0.004,Clear,Pass,Accurate,Pass,None,OK
3.59,3.66,1.13,5.73,40.74,128,27.84,53.51,47.92,4.66,1.14,167,209,0.011,0.034,Blurred,Pass,Accurate,Fail,Delamination,Faulty
4.31,3.2,1.12,4.91,49.93,120,31.54,30.23,52.86,3.48,1.05,155,204,0.068,0.068,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.75,2.23,1.51,4.95,44.08,106,34.05,97.17,52.52,3.46,1.03,179,203,0.1,0.081,Clear,Fail,Inaccurate,Fail,Open Circuit,Faulty
3.76,3.12,1.1,4.6,43.05,109,27.52,97.71,48.36,3.83,1.46,140,197,0.044,0.03,Clear,Pass,Accurate,Pass,None,OK
4.38,3.82,1.53,5.93,45.58,114,39.69,87.37,46.97,2.62,1.58,136,181,0.026,0.085,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.76,3.34,1.05,5.39,43.04,131,22.77,87.77,51.43,3.18,1.18,128,217,0.02,0.006,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.37,3.16,1.06,4.83,44.56,103,27.45,64.98,48.71,3.19,1.25,153,200,0.021,0.034,Clear,Pass,Accurate,Pass,None,OK
3.16,2.81,1.05,4.57,46.13,124,28.11,92.76,47.74,3.92,1.21,157,206,0.043,0.015,Clear,Pass,Accurate,Pass,None,OK
3.09,2.95,1.21,5.49,43.75,109,30.76,75.3,48.73,4.22,1.33,147,192,0.039,0.03,Clear,Pass,Accurate,Pass,None,OK
3.53,3.17,1.27,5.08,46.26,121,25.28,97.83,51.37,4.13,1.5,150,196,0.041,0.039,Clear,Pass,Accurate,Pass,None,OK
3.98,3.25,1.18,4.99,46.44,110,28.82,56.81,48.45,3.37,1.39,155,201,0.049,0.017,Clear,Pass,Accurate,Pass,None,OK
3.67,2.93,1.05,5.29,45.83,103,27.46,98.68,52.01,3.39,1.31,132,190,0.037,0.026,Clear,Pass,Accurate,Pass,None,OK
4.08,2.87,1.46,5.76,42.87,117,28.65,64.63,51.79,4.85,1.4,173,189,0.02,0.074,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
2.8,3.55,0.9,4.41,42.8,88,39.83,44.8,47.32,4.75,1.46,125,212,0.082,0.084,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.12,3.2,1.39,5.65,41.6,91,38.55,56.75,46.08,3.38,1.27,163,186,0.074,0.021,Clear,Pass,Accurate,Fail,Delamination,Faulty
3,3.79,1.23,5.12,41.64,94,26.15,68.06,51.41,2.79,1.38,128,185,0.086,0.011,Clear,Fail,Inaccurate,Fail,Solder Bridge,Faulty
3.37,2.87,1.26,5.48,43.84,121,31.07,72.05,49.82,4.45,1.21,142,200,0.002,0.007,Clear,Pass,Accurate,Pass,None,OK
2.57,3.21,1.19,5.94,47.93,131,36.8,38.92,53.99,4.32,1.03,156,192,0.04,0.077,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.64,3.26,1.04,5.03,49.06,114,39.94,75.47,52.27,4.74,1.45,172,192,0.098,0.064,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.5,3.22,1.22,5.46,44.09,101,34.85,97.65,48.94,4.33,1.35,167,194,0.01,0.001,Clear,Pass,Accurate,Pass,None,OK
4,2.72,1.15,5.29,43.67,101,30.18,72.93,49.47,3.48,1.26,157,195,0.002,0.049,Clear,Pass,Accurate,Pass,None,OK
3.52,2.51,1.13,4.88,43.74,111,29.26,76.5,51.26,4.24,1.39,143,203,0.009,0.015,Clear,Pass,Accurate,Pass,None,OK
4.14,3.02,0.89,4.61,43.28,98,34.22,31.41,47.26,4.05,1.52,129,217,0.05,0.066,Clear,Pass,Inaccurate,Fail,Solder Bridge,Faulty
2.72,2.21,1.24,4.39,41.13,134,25.91,69.9,45.17,2.59,1.09,166,181,0.08,0.039,Clear,Pass,Inaccurate,Fail,Open Circuit,Faulty
4.19,2.77,1.52,4.26,48.7,102,31.62,53.42,50.75,3.5,1.01,160,205,0.049,0.007,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
2.75,2.98,1.08,4.6,46.36,92,38.88,30.63,47.12,3.96,1.07,161,185,0.081,0.02,Clear,Pass,Inaccurate,Fail,Misalignment,Faulty
3.29,3.3,1.39,5.56,41.65,123,36.24,43.33,47.08,4.35,1.22,162,199,0.043,0.079,Clear,Fail,Inaccurate,Fail,Open Circuit,Faulty
4.09,3.9,1.33,4.94,44.3,80,34.84,95.87,46.25,3.3,1.35,180,202,0.1,0.09,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.96,2.97,1.07,4.57,43.15,105,28.68,90.24,50.1,3.24,1.37,130,206,0.003,0.014,Clear,Pass,Accurate,Pass,None,OK
2.96,3.49,1.46,4.33,47.37,108,23.56,99.81,45.32,4.54,1.48,133,185,0.015,0.019,Blurred,Pass,Accurate,Fail,Short Circuit,Faulty
3.02,2.67,1.06,4.6,46.43,121,32.85,86.13,47.04,3.3,1.28,157,192,0.025,0.049,Clear,Pass,Accurate,Pass,None,OK
3.72,2.88,1.14,4.5,45.11,100,25.72,80.98,52.53,3.27,1.22,165,193,0.001,0.036,Clear,Pass,Accurate,Pass,None,OK
3.78,2.14,1.52,4.69,40.55,104,38.61,57.44,50.62,3.14,1.29,160,190,0.085,0.068,Blurred,Pass,Accurate,Fail,Solder Bridge,Faulty
3.63,2.79,1.02,4.5,44.31,108,34.6,70.85,47.4,3.13,1.43,140,190,0.024,0.029,Clear,Pass,Accurate,Pass,None,OK
3.59,2.72,1.06,4.97,44.82,102,37.15,47.62,54.72,3.5,1.23,123,203,0.059,0.086,Clear,Pass,Inaccurate,Fail,Delamination,Faulty
3,2.94,0.81,4.36,45.03,107,25.32,54.05,45.68,4.3,1.3,121,200,0.084,0.034,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.19,2.09,1.46,5.78,43.16,126,30.29,62.19,49.18,4.03,1.05,170,215,0.081,0.011,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.69,3.28,1.17,5.44,44.16,109,29.18,89.62,52.63,4.28,1.38,169,193,0.045,0.035,Clear,Pass,Accurate,Pass,None,OK
3.57,2.83,1.24,5.43,45.18,115,28.14,97.41,47.17,3.87,1.45,133,203,0.037,0.035,Clear,Pass,Accurate,Pass,None,OK
3.04,3.14,1.38,5.17,44.31,102,34.74,50.49,51.63,3.39,1.28,163,196,0.047,0.038,Clear,Pass,Accurate,Pass,None,OK
3.15,3.17,1.25,5.23,46.45,118,34.36,79.39,50.21,4.27,1.4,130,196,0.011,0.003,Clear,Pass,Accurate,Pass,None,OK
3.92,2.96,1.25,5.01,43.84,121,31.42,93.3,50.03,4.2,1.24,139,190,0.027,0.021,Clear,Pass,Accurate,Pass,None,OK
3.23,2.58,1.15,4.74,46.53,98,25.19,82.66,47.44,3.15,1.29,146,191,0.016,0.015,Clear,Pass,Accurate,Pass,None,OK
2.81,3.22,0.97,4.56,48.26,94,38.67,50.11,51.71,3.51,1.1,165,181,0.014,0.03,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.99,3.2,1.05,5.41,45.66,95,32.49,90.04,48.43,3.97,1.4,136,192,0.025,0.004,Clear,Pass,Accurate,Pass,None,OK
3.68,2.58,1.18,4.78,46.83,100,28.36,94.75,51.67,4.08,1.45,168,207,0.028,0.021,Clear,Pass,Accurate,Pass,None,OK
3.72,3.03,1.39,4.04,43.17,80,35.89,92.61,50.54,3.56,1.52,180,192,0.02,0.076,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.44,2.6,1.24,5.24,43.06,120,28.88,87.55,52.35,4.07,1.3,142,200,0.002,0.031,Clear,Pass,Accurate,Pass,None,OK
4.24,2.02,1.33,4.27,42.86,111,28.82,77.45,47.02,4.93,1.56,121,196,0.082,0.022,Clear,Pass,Accurate,Fail,Delamination,Faulty
4.36,2.44,1.23,4.94,49.62,88,34.67,63.41,53.08,3.4,1.13,134,207,0.099,0.061,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.92,2.7,1.29,4.75,43.24,95,26.59,85.85,50.17,4.08,1.44,151,201,0.012,0.009,Clear,Pass,Accurate,Pass,None,OK
3.79,2.78,1.33,5.37,45,115,30.23,98.24,49.12,3.25,1.4,130,203,0.035,0.015,Clear,Pass,Accurate,Pass,None,OK
4.34,2.68,1.25,4.05,45.27,102,36.05,45.75,49.41,2.91,1.27,171,201,0.09,0.028,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.43,3.35,1.1,5.15,46.65,99,32.45,93.18,47.36,3.47,1.3,157,198,0.039,0.032,Clear,Pass,Accurate,Pass,None,OK
3.07,3.17,1.1,5.14,45.92,113,27.73,90.77,51.09,4.27,1.46,162,199,0.028,0.029,Clear,Pass,Accurate,Pass,None,OK
3.87,2.89,1.23,4.6,45.49,99,34.39,54.32,48.67,4.35,1.35,142,202,0.014,0.043,Clear,Pass,Accurate,Pass,None,OK
3.77,3.48,1.23,4.92,43.13,116,26.95,61.95,47.33,3.42,1.39,130,192,0.02,0.04,Clear,Pass,Accurate,Pass,None,OK
3.79,2.74,1.09,5.02,44.42,99,25.66,77.84,51,3.03,1.35,167,198,0.005,0.048,Clear,Pass,Accurate,Pass,None,OK
3.97,2.79,1.58,5.07,48,112,37.48,64.69,52.41,2.9,1.29,161,183,0.067,0.026,Clear,Pass,Inaccurate,Fail,Delamination,Faulty
3.74,3.11,1.23,4.79,44.38,111,31.44,85.48,49.91,4.29,1.34,154,191,0.048,0.03,Clear,Pass,Accurate,Pass,None,OK
3.28,3.35,1.14,5.38,45.17,122,33.49,65.16,47.07,3.57,1.45,150,197,0.043,0.035,Clear,Pass,Accurate,Pass,None,OK
3.86,3.3,1.26,5.34,44.03,106,34.53,54.67,47.67,3.49,1.29,162,196,0.003,0.043,Clear,Pass,Accurate,Pass,None,OK
2.73,2.69,0.84,5.79,43.16,111,36.29,77.61,54,3.4,1.51,165,196,0.024,0.074,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3,2.59,1.12,4.99,44.07,101,32.67,65.55,51.2,3.52,1.21,166,198,0.008,0.042,Clear,Pass,Accurate,Pass,None,OK
4.18,3.75,1.17,5.23,40.52,99,35.43,69.47,48.5,4.1,1.06,160,186,0.009,0.099,Clear,Pass,Accurate,Fail,Misalignment,Faulty
2.75,2.99,0.98,5.85,40.13,134,30.45,44.75,46.19,3.93,1.6,140,182,0.035,0.08,Blurred,Pass,Accurate,Fail,Open Circuit,Faulty
3.24,3.2,1.24,4.84,45.48,109,27,88.55,47.38,3.62,1.46,163,202,0.029,0.036,Clear,Pass,Accurate,Pass,None,OK
4.24,3.99,1,5.02,44.77,96,22.49,53.49,46.13,4.77,1.1,176,210,0.056,0.09,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.54,2.26,1.26,4.91,41.31,115,23.77,52.77,49.31,3.01,1.49,157,215,0.027,0.091,Blurred,Fail,Inaccurate,Fail,Short Circuit,Faulty
3.05,2.76,1.31,5.3,46.78,113,34.78,93.87,52.2,3.57,1.45,132,196,0.012,0.025,Clear,Pass,Accurate,Pass,None,OK
3.3,2.79,1.46,5.92,49.33,80,38.61,59.22,47.89,4.71,1.32,162,182,0.024,0.078,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
2.61,2.84,1.46,4.29,48.6,129,35.99,97.4,53.5,3.95,1.08,151,207,0.091,0.019,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.17,2.82,1.18,5.16,47.1,106,28.66,31.7,49.38,3.12,1.28,127,196,0.073,0.071,Clear,Pass,Accurate,Fail,Delamination,Faulty
4.11,3.82,1.08,4.57,44.82,132,29.86,51.45,54.68,3.28,1.33,163,217,0.074,0.008,Blurred,Pass,Accurate,Fail,Short Circuit,Faulty
3.11,2.86,1.39,4.7,45.64,117,34.19,95.65,48.87,3.85,1.31,159,196,0.047,0.014,Clear,Pass,Accurate,Pass,None,OK
3.17,3.22,1.44,4.81,49.75,119,34.09,92.36,52.73,3.25,1.04,142,181,0.051,0.012,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
3.53,2.99,1.36,4.57,45.67,115,26.63,68.94,47.53,3.12,1.26,132,190,0.038,0.044,Clear,Pass,Accurate,Pass,None,OK
3.57,3.65,0.97,4.11,42.15,99,24.78,95.13,52.07,4.98,1.28,167,193,0.084,0.034,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.04,3.29,1.2,4.55,46.94,107,30.59,68.63,51.56,4.46,1.4,147,191,0.014,0.039,Clear,Pass,Accurate,Pass,None,OK
3.19,3.64,1.17,4.17,41.97,115,32.48,86.07,47.36,3.84,1.55,157,214,0.04,0.057,Clear,Fail,Accurate,Fail,Solder Bridge,Faulty
3.18,2.67,1.2,4.54,43.61,106,30.56,70.34,50.15,4.4,1.22,152,206,0,0.042,Clear,Pass,Accurate,Pass,None,OK
3.23,2.61,1.18,4.99,43.14,113,29.43,68.79,48.84,4.4,1.33,137,199,0.04,0.007,Clear,Pass,Accurate,Pass,None,OK
3.4,2.1,0.98,5.02,44.05,124,32.88,93.79,49.25,3.44,1.07,142,194,0.087,0.066,Clear,Pass,Accurate,Fail,Misalignment,Faulty
3.66,2.65,1.01,4.76,45.98,107,34.84,83.31,49.44,4.32,1.23,138,204,0.021,0.016,Clear,Pass,Accurate,Pass,None,OK
3.4,2.12,1.45,4.63,40.89,135,25.01,64.84,53.78,2.79,1.11,140,216,0.059,0.007,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.47,2.72,1.07,5.19,44.76,121,25.6,67.92,47.13,3.99,1.38,131,205,0.032,0.021,Clear,Pass,Accurate,Pass,None,OK
3.46,2.56,1.02,5.15,44.72,100,31.27,51.02,50.98,3.33,1.21,131,202,0.014,0.042,Clear,Pass,Accurate,Pass,None,OK
3.77,3.43,1.28,5.04,43.9,95,27.05,71.95,49.19,3.07,1.39,156,197,0.007,0.045,Clear,Pass,Accurate,Pass,None,OK
3.46,2.82,1.17,4.85,45.03,100,30.27,61.21,51.28,3.15,1.4,168,198,0.034,0.014,Clear,Pass,Accurate,Pass,None,OK
3.35,2.68,1.03,5.35,44.77,107,32.8,51.44,50.77,3.49,1.35,165,190,0.023,0.034,Clear,Pass,Accurate,Pass,None,OK
3.22,2.74,0.89,5.14,46.19,92,34.38,51.24,47.26,4.19,1.39,143,212,0.072,0.067,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.96,3.14,1.28,5.21,44.38,107,27.47,73.54,50.91,3.76,1.25,134,193,0.012,0.004,Clear,Pass,Accurate,Pass,None,OK
3.01,3.29,1.26,4.77,44.77,107,28.93,60.3,51.76,4.49,1.23,130,207,0.007,0.02,Clear,Pass,Accurate,Pass,None,OK
2.53,3.5,1.23,5.62,49.15,85,38.78,64.22,47.07,4.68,1.43,136,201,0.03,0.097,Blurred,Pass,Accurate,Fail,Solder Bridge,Faulty
3.31,3.25,1.29,5,44.54,114,34.51,72.64,50.79,3.65,1.29,151,190,0.029,0.024,Clear,Pass,Accurate,Pass,None,OK
3.61,3.22,1.24,4.66,46.76,98,32.61,63.89,49.51,3.79,1.34,139,192,0.036,0.038,Clear,Pass,Accurate,Pass,None,OK
3.78,2.55,1.06,4.83,46.92,99,30.73,80.19,49.34,4.04,1.39,153,199,0.014,0.045,Clear,Pass,Accurate,Pass,None,OK
3.82,3.28,1.02,5.5,46.36,107,27.22,99.54,47.72,3.27,1.2,144,191,0.037,0.017,Clear,Pass,Accurate,Pass,None,OK
3.05,3,1.33,4.72,46.96,103,29.25,77.36,51.68,4.4,1.41,162,207,0.009,0.026,Clear,Pass,Accurate,Pass,None,OK
3.71,3.15,1.09,5.2,44.06,111,32.74,82.34,51.57,3.79,1.41,152,191,0.017,0.032,Clear,Pass,Accurate,Pass,None,OK
4.49,2.72,1.25,4.52,44.49,133,35.92,78.56,47.3,3.95,1.4,122,209,0.006,0.037,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.72,3.46,1.22,4.74,46.37,97,33.21,95.96,48.48,3.41,1.33,143,202,0.037,0.016,Clear,Pass,Accurate,Pass,None,OK
3.69,2.02,0.85,5.39,40.72,120,35.87,80.21,53.05,3.17,1.19,147,186,0.099,0.094,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.21,3.31,1.19,5.44,44.63,121,27.45,68.7,52.18,4.4,1.3,147,198,0.033,0.049,Clear,Pass,Accurate,Pass,None,OK
3.11,3.33,1.37,4.81,45.98,114,31.62,58.33,50.53,3.94,1.45,154,191,0.014,0.044,Clear,Pass,Accurate,Pass,None,OK
2.92,3.23,1.29,4.58,49.08,128,30.68,59.37,50.87,2.77,1.07,126,181,0.055,0.061,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.75,2.68,1.22,4.85,43.81,112,25.95,64.14,49.87,3.73,1.44,151,191,0.006,0.015,Clear,Pass,Accurate,Pass,None,OK
2.91,3.45,1.33,5.07,40.19,123,20.63,47.95,52.75,3.74,1.55,168,198,0.009,0.065,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
2.88,2.24,0.86,4.81,43.27,124,23.41,67,47.09,3.46,1.05,157,218,0.022,0.012,Clear,Pass,Accurate,Fail,Delamination,Faulty
2.57,3.8,1.08,4.34,46.28,109,32.66,50.36,49.53,2.97,1.41,158,216,0.078,0.095,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.44,2.13,1.24,5.95,42.75,123,28.4,78.13,46.56,3.39,1.14,139,182,0.028,0.086,Clear,Pass,Accurate,Fail,Delamination,Faulty
3.63,3.07,1.12,5.71,49.1,125,30.16,62.93,54.58,3.35,1.02,125,204,0.014,0.002,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3.25,2.98,1.23,5.09,46.25,119,25.23,70.14,47.1,3.87,1.49,166,194,0.002,0.025,Clear,Pass,Accurate,Pass,None,OK
4.05,2.02,1.45,5.21,40.72,134,36.68,98.86,52.37,4.19,1.22,171,201,0.058,0.064,Clear,Pass,Accurate,Fail,Open Circuit,Faulty
3,3.45,1.13,5.09,43.33,121,30.49,82.25,49.3,4.12,1.31,136,203,0.042,0.012,Clear,Pass,Accurate,Pass,None,OK
3.55,2.59,1.1,5.09,49.58,108,23.71,55.37,49.23,2.87,1.36,150,193,0.039,0.06,Clear,Pass,Accurate,Fail,Short Circuit,Faulty
3.22,3.08,1.38,5.08,44.08,109,27.24,50.23,50.84,3.23,1.47,155,192,0.004,0.026,Clear,Pass,Accurate,Pass,None,OK
3.3,3.15,0.88,5.03,45.32,115,36.37,92.63,45.73,3.22,1.22,155,181,0.045,0.088,Blurred,Pass,Accurate,Fail,Delamination,Faulty
3.03,2.6,1.24,5.07,46.29,117,25.79,92.67,47.54,4.3,1.23,153,203,0.006,0.034,Clear,Pass,Accurate,Pass,None,OK
3.25,3.23,1,4.81,45.99,95,32.3,53.8,49.76,4.44,1.32,142,190,0.012,0.004,Clear,Pass,Accurate,Pass,None,OK
3.34,2.54,1.22,4.93,45,103,29.98,95.03,52.96,3.85,1.34,135,198,0.022,0.044,Clear,Pass,Accurate,Pass,None,OK
3.27,3.24,1.15,5.09,45.69,100,32.96,97.47,51.3,4.02,1.33,150,205,0.039,0.03,Clear,Pass,Accurate,Pass,None,OK
3.92,3.38,1.01,5.17,43.74,112,31.64,99.51,50.28,4.29,1.39,136,206,0.012,0.049,Clear,Pass,Accurate,Pass,None,OK
3.23,2.93,1.17,4.75,45.67,95,32.3,90.48,50.2,3.56,1.25,147,197,0.027,0.001,Clear,Pass,Accurate,Pass,None,OK
3.04,3.69,0.95,4.69,40.83,117,31.14,88.28,50.84,4.63,1.41,134,190,0.028,0.073,Clear,Pass,Accurate,Fail,Solder Bridge,Faulty
